OrderID,Date,CustomerID,Region,ProductName,Category,Quantity,UnitPrice,TotalAmount,OrderStatus,SalesAgent
100055,2025-05-22,CUST1068,South,Pen,Stationery,4,423.13,1692.52,Completed,Karan
100056,2025-06-21,CUST0655,East,Book,Stationery,5,132.56,662.8,Completed,Neha
100057,2025-07-28,CUST0678,South,Notebook,Stationery,4,50.83,203.32,Completed,Neha
100058,2025-01-11,CUST1180,South,Backpack,Stationery,10,474.11,4741.1,Completed,Sneha
100059,2025-10-07,CUST1236,West,Jacket,Fashion,7,1707.02,11949.14,Completed,Karan
100060,2025-12-09,CUST1391,South,Backpack,Stationery,1,206.65,206.65,Completed,Meera
100061,2025-07-21,CUST1213,East,Television,Home Appliances,9,1512.36,13611.24,Completed,Arjun
100062,2025-07-14,CUST0671,West,Washing Machine,Home Appliances,3,1955.41,5866.23,Completed,Sneha
100063,2025-02-11,CUST0964,East,Pen,Stationery,7,141.09,987.63,Completed,Amit
100064,2025-11-30,CUST0083,East,T-Shirt,Fashion,2,2387.45,4774.9,Returned,Neha
100065,2025-08-31,CUST1372,East,Mouse,Electronics,3,1573.45,4720.35,Completed,Neha
100066,2025-11-07,CUST1472,East,Pen,Stationery,6,100.54,603.24,Cancelled,Rahul
100067,2025-06-09,CUST1180,South,Shoes,Fashion,10,271.9,2719.0,Completed,Neha
100068,2025-06-04,CUST1402,East,Mouse,Electronics,4,958.56,3834.24,Cancelled,Amit
100069,2025-11-28,CUST0699,East,Jacket,Fashion,6,393.08,2358.48,Cancelled,Meera
100070,2025-08-24,CUST1449,West,Keyboard,Electronics,6,3360.13,20160.78,Completed,Karan
100071,2025-10-31,CUST0550,North,Backpack,Stationery,7,416.35,2914.45,Cancelled,Priya
100072,2025-10-19,CUST1250,South,Jacket,Fashion,4,2301.33,9205.32,Completed,Meera
100073,2025-05-13,CUST0698,North,T-Shirt,Fashion,8,793.94,6351.52,Cancelled,Karan
100074,2025-07-28,CUST1001,West,Mouse,Electronics,4,885.26,3541.04,Completed,Meera
100075,2025-07-27,CUST1417,West,Book,Stationery,2,161.23,322.46,Completed,Sneha
100076,2025-10-09,CUST0678,North,Pen,Stationery,7,498.38,3488.66,Completed,Karan
100077,2025-04-09,CUST0647,East,Jeans,Fashion,4,537.84,2151.36,Completed,Rahul
100078,2025-10-29,CUST1075,North,Refrigerator,Home Appliances,8,6253.49,50027.92,Returned,Neha
100079,2025-01-08,CUST1451,West,T-Shirt,Fashion,6,702.44,4214.64,Completed,Amit
100080,2025-01-07,CUST1176,North,T-Shirt,Fashion,8,487.25,3898.0,Completed,Meera
100081,2025-09-02,CUST0234,East,T-Shirt,Fashion,1,906.94,906.94,Completed,Priya
100082,2025-06-05,CUST0175,West,Smartphone,Electronics,3,4150.14,12450.42,Completed,Arjun
100083,2025-08-15,CUST0609,South,Television,Home Appliances,7,9559.77,66918.39,Completed,Amit
100084,2025-02-11,CUST0322,West,Smartphone,Electronics,4,1690.91,6763.64,Completed,Priya
100085,2025-11-01,CUST0963,North,Refrigerator,Home Appliances,7,9559.57,66916.99,Completed,Karan
100086,2025-05-16,CUST1281,West,Jacket,Fashion,2,2124.68,4249.36,Completed,Neha
100087,2025-03-26,CUST0630,North,Washing Machine,Home Appliances,3,2356.79,7070.37,Completed,Meera
100088,2025-09-10,CUST0897,East,Jacket,Fashion,5,1601.32,8006.6,Completed,Arjun
100089,2025-12-12,CUST1179,East,Jeans,Fashion,1,455.72,455.72,Returned,Karan
100090,2025-08-15,CUST0570,West,Smartphone,Electronics,8,2835.34,22682.72,Returned,Arjun
100091,2025-06-20,CUST0658,East,Book,Stationery,8,187.02,1496.16,Cancelled,Sneha
100092,2025-07-25,CUST1127,East,Backpack,Stationery,5,338.04,1690.2,Completed,Sneha
100093,2025-07-26,CUST1054,East,Jeans,Fashion,2,2916.52,5833.04,Completed,Meera
100094,2025-11-15,CUST1021,South,Book,Stationery,4,268.85,1075.4,Cancelled,Neha
100095,2025-12-24,CUST0993,East,T-Shirt,Fashion,5,1426.73,7133.65,Completed,Neha
100096,2025-07-28,CUST0191,West,Washing Machine,Home Appliances,9,1259.81,11338.29,Returned,Priya
100097,2025-05-30,CUST1043,North,Book,Stationery,3,259.22,777.66,Completed,Meera
100098,2025-07-16,CUST0391,West,Notebook,Stationery,8,284.61,2276.88,Cancelled,Karan
100099,2025-01-02,CUST0580,North,Pen,Stationery,9,148.24,1334.16,Cancelled,Meera
100100,2025-06-20,CUST1131,South,Washing Machine,Home Appliances,9,10202.49,91822.41,Completed,Sneha
100101,2025-04-30,CUST0842,East,Television,Home Appliances,4,11864.16,47456.64,Completed,Meera
100102,2025-01-19,CUST0259,North,Backpack,Stationery,3,257.76,773.28,Cancelled,Meera
100103,2025-03-15,CUST0840,West,Mouse,Electronics,8,569.06,4552.48,Completed,Karan
100104,2025-12-12,CUST1093,South,Jacket,Fashion,2,2584.94,5169.88,Returned,Meera
100105,2025-12-17,CUST0589,West,Mouse,Electronics,2,1556.47,3112.94,Completed,Arjun
100106,2025-06-03,CUST0060,East,Laptop,Electronics,8,1248.64,9989.12,Completed,Amit
100107,2025-05-06,CUST1088,South,Jeans,Fashion,6,1405.92,8435.52,Completed,Rahul
100108,2025-07-15,CUST1270,West,Refrigerator,Home Appliances,2,12580.34,25160.68,Completed,Rahul
100109,2025-12-08,CUST0020,South,Washing Machine,Home Appliances,5,9731.84,48659.2,Returned,Rahul
100110,2025-06-03,CUST1309,South,Keyboard,Electronics,6,4944.43,29666.58,Completed,Meera
100111,2025-02-24,CUST0486,South,T-Shirt,Fashion,7,2589.34,18125.38,Completed,Karan
100112,2025-10-17,CUST1405,East,Shoes,Fashion,7,968.55,6779.85,Returned,Meera
100113,2025-04-23,CUST1304,West,T-Shirt,Fashion,10,2445.41,24454.1,Completed,Rahul
100114,2025-01-18,CUST1187,North,Laptop,Electronics,5,4048.75,20243.75,Completed,Priya
100115,2025-03-09,CUST1105,North,Jeans,Fashion,7,691.79,4842.53,Completed,Karan
100116,2025-06-01,CUST0694,East,Washing Machine,Home Appliances,8,19380.3,155042.4,Completed,Priya
100117,2025-10-13,CUST0750,East,Refrigerator,Home Appliances,7,19378.13,135646.91,Cancelled,Amit
100118,2025-12-11,CUST0537,South,Shoes,Fashion,8,1232.04,9856.32,Cancelled,Sneha
100119,2025-10-15,CUST0672,West,Smartphone,Electronics,8,612.61,4900.88,Completed,Meera
100120,2025-01-20,CUST0624,South,Jacket,Fashion,2,591.38,1182.76,Completed,Neha
100121,2025-12-23,CUST1107,South,Washing Machine,Home Appliances,8,8049.22,64393.76,Completed,Rahul
100122,2025-05-24,CUST0068,North,Book,Stationery,8,315.51,2524.08,Completed,Meera
100123,2025-07-08,CUST1116,North,Washing Machine,Home Appliances,2,19637.63,39275.26,Completed,Karan
100124,2025-04-19,CUST1315,East,Refrigerator,Home Appliances,8,2741.8,21934.4,Completed,Sneha
100125,2025-10-11,CUST0425,West,Refrigerator,Home Appliances,10,4898.91,48989.1,Cancelled,Neha
100126,2025-03-16,CUST0267,North,T-Shirt,Fashion,10,207.94,2079.4,Cancelled,Priya
100127,2025-05-02,CUST1206,North,Smartphone,Electronics,1,2112.09,2112.09,Completed,Karan
100128,2025-02-02,CUST0976,South,Smartphone,Electronics,7,2867.38,20071.66,Cancelled,Priya
100129,2025-12-04,CUST1068,North,Notebook,Stationery,10,40.82,408.2,Completed,Amit
100130,2025-02-25,CUST1005,South,Keyboard,Electronics,7,2418.23,16927.61,Completed,Priya
100131,2025-11-16,CUST1297,North,T-Shirt,Fashion,2,553.34,1106.68,Completed,Karan
100132,2025-02-28,CUST1341,West,Backpack,Stationery,2,400.69,801.38,Completed,Neha
100133,2025-02-18,CUST0641,South,Pen,Stationery,8,211.39,1691.12,Completed,Karan
100134,2025-02-13,CUST0191,South,T-Shirt,Fashion,8,387.97,3103.76,Completed,Sneha
100135,2025-10-15,CUST1151,North,Television,Home Appliances,1,12142.84,12142.84,Completed,Arjun
100136,2025-11-04,CUST0640,North,Jacket,Fashion,1,2911.52,2911.52,Completed,Neha
100137,2025-02-25,CUST0718,North,Television,Home Appliances,8,5260.65,42085.2,Completed,Karan
100138,2025-11-15,CUST1257,East,Washing Machine,Home Appliances,9,19516.39,175647.51,Completed,Karan
100139,2025-06-08,CUST0696,North,Smartphone,Electronics,5,3662.14,18310.7,Completed,Rahul
100140,2025-01-16,CUST0188,West,Book,Stationery,3,375.67,1127.01,Completed,Meera
100141,2025-06-16,CUST1163,East,T-Shirt,Fashion,6,1072.58,6435.48,Cancelled,Rahul
100142,2025-05-20,CUST0908,South,Television,Home Appliances,1,13805.41,13805.41,Completed,Meera
100143,2025-02-28,CUST0707,South,Pen,Stationery,4,382.37,1529.48,Completed,Meera
100144,2025-11-03,CUST0113,East,Shoes,Fashion,4,1306.74,5226.96,Completed,Neha
100145,2025-01-04,CUST1019,South,Washing Machine,Home Appliances,5,7234.32,36171.6,Completed,Arjun
100146,2025-07-01,CUST0148,South,Television,Home Appliances,9,16833.73,151503.57,Cancelled,Amit
100147,2025-06-10,CUST1180,South,Book,Stationery,8,462.16,3697.28,Completed,Arjun
100148,2025-06-16,CUST0352,South,Shoes,Fashion,7,258.4,1808.8,Cancelled,Sneha
100149,2025-10-29,CUST0821,East,Keyboard,Electronics,2,1594.92,3189.84,Completed,Karan
100150,2025-02-09,CUST1046,East,T-Shirt,Fashion,6,2381.53,14289.18,Completed,Neha
100151,2025-03-16,CUST0525,West,Jeans,Fashion,3,861.55,2584.65,Completed,Rahul
100152,2025-10-16,CUST1187,South,Smartphone,Electronics,8,2587.79,20702.32,Completed,Sneha
100153,2025-08-15,CUST1294,North,T-Shirt,Fashion,8,391.2,3129.6,Cancelled,Amit
100154,2025-01-20,CUST0117,North,Shoes,Fashion,5,1492.88,7464.4,Cancelled,Priya
100155,2025-08-25,CUST1189,East,Mouse,Electronics,10,2781.81,27818.1,Completed,Neha
100156,2025-02-01,CUST0923,East,Jacket,Fashion,9,622.41,5601.69,Cancelled,Sneha
100157,2025-12-29,CUST0897,South,Mouse,Electronics,3,676.14,2028.42,Completed,Rahul
100158,2025-06-23,CUST1391,East,Jeans,Fashion,5,1284.77,6423.85,Cancelled,Sneha
100159,2025-07-17,CUST0582,North,Headphones,Electronics,2,3010.83,6021.66,Completed,Rahul
100160,2025-06-29,CUST0636,South,Shoes,Fashion,10,2058.11,20581.1,Completed,Priya
100161,2025-12-10,CUST1440,East,Jacket,Fashion,6,2476.92,14861.52,Completed,Arjun
100162,2025-04-20,CUST0700,South,Shoes,Fashion,6,1064.82,6388.92,Completed,Rahul
100163,2025-02-21,CUST1040,East,Refrigerator,Home Appliances,5,17044.14,85220.7,Completed,Rahul
100164,2025-12-21,CUST1280,West,Notebook,Stationery,3,106.81,320.43,Completed,Amit
100165,2025-11-09,CUST0584,South,Pen,Stationery,4,485.4,1941.6,Completed,Neha
100166,2025-10-20,CUST0903,South,Jacket,Fashion,4,1229.95,4919.8,Cancelled,Arjun
100167,2025-03-12,CUST0513,East,Notebook,Stationery,4,404.6,1618.4,Completed,Sneha
100168,2025-03-24,CUST0559,South,Mouse,Electronics,2,1782.78,3565.56,Returned,Rahul
100169,2025-06-28,CUST0055,South,Book,Stationery,4,412.02,1648.08,Completed,Sneha
100170,2025-01-15,CUST0653,East,Washing Machine,Home Appliances,2,8123.34,16246.68,Cancelled,Sneha
100171,2025-08-30,CUST1426,West,Refrigerator,Home Appliances,1,6450.71,6450.71,Cancelled,Meera
100172,2025-04-21,CUST0307,South,Book,Stationery,2,29.12,58.24,Completed,Karan
100173,2025-08-03,CUST1309,South,Washing Machine,Home Appliances,2,1907.24,3814.48,Completed,Meera
100174,2025-03-15,CUST0597,South,Mouse,Electronics,10,1588.72,15887.2,Completed,Sneha
100175,2025-12-09,CUST0176,North,Television,Home Appliances,7,4558.96,31912.72,Completed,Amit
100176,2025-07-11,CUST0520,East,Backpack,Stationery,1,325.12,325.12,Completed,Priya
100177,2025-06-20,CUST0274,East,T-Shirt,Fashion,2,2360.2,4720.4,Completed,Sneha
100178,2025-09-03,CUST1294,West,Television,Home Appliances,8,19635.56,157084.48,Cancelled,Priya
100179,2025-04-13,CUST0086,North,Book,Stationery,5,116.76,583.8,Returned,Arjun
100180,2025-04-08,CUST0586,North,Pen,Stationery,1,381.58,381.58,Cancelled,Amit
100181,2025-08-12,CUST0820,South,Jeans,Fashion,2,2438.16,4876.32,Cancelled,Arjun
100182,2025-07-08,CUST1064,North,T-Shirt,Fashion,8,2137.79,17102.32,Cancelled,Arjun
100183,2025-04-03,CUST1118,North,Keyboard,Electronics,10,4977.94,49779.4,Completed,Priya
100184,2025-08-07,CUST0342,South,Jeans,Fashion,5,1448.56,7242.8,Completed,Amit
100185,2025-01-30,CUST0154,South,Jacket,Fashion,5,1990.51,9952.55,Completed,Rahul
100186,2025-08-13,CUST0072,West,Smartphone,Electronics,10,3551.4,35514.0,Completed,Sneha
100187,2025-03-20,CUST1391,South,Jacket,Fashion,10,290.68,2906.8,Returned,Sneha
100188,2025-07-07,CUST0816,North,Book,Stationery,10,86.09,860.9,Completed,Neha
100189,2025-07-18,CUST1151,East,Laptop,Electronics,3,2745.7,8237.1,Completed,Karan
100190,2025-09-09,CUST0410,East,Notebook,Stationery,10,157.08,1570.8,Completed,Priya
100191,2025-12-16,CUST0655,North,Notebook,Stationery,8,498.69,3989.52,Completed,Karan
100192,2025-09-18,CUST0460,East,T-Shirt,Fashion,3,2422.35,7267.05,Returned,Rahul
100193,2025-10-21,CUST0756,South,Washing Machine,Home Appliances,1,7857.03,7857.03,Cancelled,Rahul
100194,2025-09-03,CUST1077,South,Laptop,Electronics,5,2291.72,11458.6,Cancelled,Priya
100195,2025-12-15,CUST1060,North,Washing Machine,Home Appliances,2,9549.52,19099.04,Completed,Rahul
100196,2025-01-29,CUST0255,West,Washing Machine,Home Appliances,9,18303.53,164731.77,Completed,Rahul
100197,2025-09-23,CUST0582,East,T-Shirt,Fashion,6,2852.95,17117.7,Completed,Karan
100198,2025-02-17,CUST1030,West,Television,Home Appliances,5,12674.14,63370.7,Completed,Rahul
100199,2025-11-06,CUST0692,East,Television,Home Appliances,10,14692.02,146920.2,Cancelled,Amit
100200,2025-04-18,CUST1172,South,Laptop,Electronics,10,1690.95,16909.5,Completed,Amit
100201,2025-12-17,CUST0832,North,Pen,Stationery,5,251.81,1259.05,Completed,Amit
100202,2025-04-15,CUST0697,West,Washing Machine,Home Appliances,7,10200.77,71405.39,Completed,Sneha
100203,2025-09-21,CUST1151,East,Jacket,Fashion,3,2329.86,6989.58,Completed,Meera
100204,2025-02-19,CUST0104,North,Headphones,Electronics,8,1615.63,12925.04,Returned,Arjun
100205,2025-06-10,CUST0389,West,Refrigerator,Home Appliances,6,18741.28,112447.68,Completed,Meera
100206,2025-07-21,CUST1036,South,Pen,Stationery,8,31.12,248.96,Returned,Neha
100207,2025-11-02,CUST1340,South,Shoes,Fashion,1,987.8,987.8,Completed,Amit
100208,2025-07-07,CUST0826,North,Keyboard,Electronics,3,4471.05,13413.15,Completed,Amit
100209,2025-07-17,CUST1033,South,Washing Machine,Home Appliances,9,6483.43,58350.87,Cancelled,Karan
100210,2025-06-23,CUST1143,North,Smartphone,Electronics,2,2272.57,4545.14,Cancelled,Neha
100211,2025-06-20,CUST0971,South,Book,Stationery,1,38.68,38.68,Completed,Rahul
100212,2025-11-12,CUST0613,North,Jeans,Fashion,3,1300.27,3900.81,Completed,Meera
100213,2025-12-11,CUST0225,South,Jacket,Fashion,1,1231.4,1231.4,Completed,Amit
100214,2025-01-27,CUST1196,South,Pen,Stationery,10,297.26,2972.6,Completed,Arjun
100215,2025-12-25,CUST0226,West,Television,Home Appliances,4,1599.84,6399.36,Completed,Sneha
100216,2025-07-30,CUST1028,South,Notebook,Stationery,7,351.44,2460.08,Cancelled,Amit
100217,2025-12-06,CUST0980,South,Television,Home Appliances,4,11656.85,46627.4,Completed,Rahul
100218,2025-12-15,CUST1318,North,Pen,Stationery,9,190.06,1710.54,Completed,Neha
100219,2025-06-02,CUST0592,West,Washing Machine,Home Appliances,9,6671.48,60043.32,Completed,Meera
100220,2025-05-21,CUST0590,East,Jacket,Fashion,6,1769.37,10616.22,Completed,Arjun
100221,2025-05-28,CUST1463,East,Pen,Stationery,3,159.42,478.26,Completed,Meera
100222,2025-10-03,CUST0556,North,Jacket,Fashion,4,765.79,3063.16,Completed,Neha
100223,2025-04-30,CUST0108,East,Refrigerator,Home Appliances,9,5287.76,47589.84,Completed,Meera
100224,2025-03-22,CUST0834,South,Smartphone,Electronics,1,4840.33,4840.33,Completed,Neha
100225,2025-02-15,CUST1336,West,Jeans,Fashion,5,2008.51,10042.55,Completed,Amit
100226,2025-01-19,CUST0814,South,Washing Machine,Home Appliances,3,18744.53,56233.59,Completed,Karan
100227,2025-02-24,CUST0687,North,Laptop,Electronics,5,3055.83,15279.15,Completed,Meera
100228,2025-02-27,CUST0678,West,Television,Home Appliances,8,6183.9,49471.2,Completed,Karan
100229,2025-10-18,CUST1382,West,Refrigerator,Home Appliances,6,16024.59,96147.54,Completed,Arjun
100230,2025-02-18,CUST0379,West,Pen,Stationery,2,212.4,424.8,Completed,Neha
100231,2025-05-17,CUST0676,North,Headphones,Electronics,7,1559.85,10918.95,Completed,Amit
100232,2025-03-02,CUST0954,North,Jeans,Fashion,4,373.95,1495.8,Completed,Karan
100233,2025-04-23,CUST0274,South,Headphones,Electronics,6,3265.81,19594.86,Completed,Sneha
100234,2025-04-22,CUST0507,East,Backpack,Stationery,9,404.96,3644.64,Completed,Sneha
100235,2025-10-08,CUST1036,West,Mouse,Electronics,2,777.91,1555.82,Completed,Rahul
100236,2025-12-15,CUST0421,South,Washing Machine,Home Appliances,9,9394.97,84554.73,Completed,Meera
100237,2025-08-22,CUST1155,East,Keyboard,Electronics,3,2809.62,8428.86,Completed,Karan
100238,2025-04-22,CUST1185,East,Keyboard,Electronics,5,4174.04,20870.2,Completed,Sneha
100239,2025-02-05,CUST0967,East,Mouse,Electronics,1,4705.62,4705.62,Completed,Rahul
100240,2025-07-15,CUST0919,South,Television,Home Appliances,7,8114.76,56803.32,Completed,Rahul
100241,2025-07-21,CUST1084,West,Shoes,Fashion,3,2979.97,8939.91,Completed,Neha
100242,2025-10-06,CUST0869,South,Laptop,Electronics,5,2583.52,12917.6,Cancelled,Neha
100243,2025-02-27,CUST0066,South,Pen,Stationery,3,152.31,456.93,Completed,Amit
100244,2025-01-18,CUST0915,East,Refrigerator,Home Appliances,2,2917.04,5834.08,Completed,Amit
100245,2025-01-29,CUST0287,North,Backpack,Stationery,4,279.08,1116.32,Completed,Sneha
100246,2025-12-05,CUST1068,West,T-Shirt,Fashion,5,2653.52,13267.6,Completed,Karan
100247,2025-03-31,CUST1283,South,Mouse,Electronics,10,4458.71,44587.1,Completed,Amit
100248,2025-08-02,CUST0837,West,Jacket,Fashion,9,1092.46,9832.14,Completed,Rahul
100249,2025-12-29,CUST0296,South,Notebook,Stationery,4,164.35,657.4,Returned,Arjun
100250,2025-04-15,CUST0677,East,Notebook,Stationery,7,136.57,955.99,Returned,Sneha
100251,2025-07-13,CUST1380,East,Mouse,Electronics,4,731.91,2927.64,Cancelled,Neha
100252,2025-06-20,CUST0621,East,Washing Machine,Home Appliances,4,17520.0,70080.0,Completed,Neha
100253,2025-12-27,CUST0419,South,Keyboard,Electronics,4,3630.32,14521.28,Returned,Sneha
100254,2025-07-03,CUST0632,North,Jacket,Fashion,8,1694.22,13553.76,Completed,Meera
100255,2025-06-13,CUST0417,North,Book,Stationery,8,385.58,3084.64,Completed,Amit
100256,2025-10-11,CUST1197,South,Television,Home Appliances,3,1308.18,3924.54,Completed,Neha
100257,2025-05-06,CUST1023,North,T-Shirt,Fashion,7,1795.41,12567.87,Completed,Meera
100258,2025-06-30,CUST0347,West,Backpack,Stationery,3,371.73,1115.19,Completed,Meera
100259,2025-02-08,CUST1369,East,Television,Home Appliances,1,10954.94,10954.94,Cancelled,Arjun
100260,2025-03-19,CUST0019,West,Television,Home Appliances,4,2291.39,9165.56,Completed,Sneha
100261,2025-12-04,CUST1000,East,Mouse,Electronics,10,4607.38,46073.8,Completed,Arjun
100262,2025-10-02,CUST0588,East,Laptop,Electronics,9,3749.87,33748.83,Completed,Arjun
100263,2025-05-04,CUST0394,North,Refrigerator,Home Appliances,2,10963.32,21926.64,Cancelled,Karan
100264,2025-08-24,CUST1158,West,Book,Stationery,6,480.46,2882.76,Returned,Neha
100265,2025-07-14,CUST0773,South,Shoes,Fashion,1,461.8,461.8,Completed,Amit
100266,2025-11-27,CUST0679,East,Refrigerator,Home Appliances,8,17061.27,136490.16,Cancelled,Amit
100267,2025-01-24,CUST0153,North,Refrigerator,Home Appliances,10,10034.51,100345.1,Cancelled,Amit
100268,2025-10-28,CUST0296,South,Washing Machine,Home Appliances,1,19267.91,19267.91,Returned,Karan
100269,2025-07-19,CUST1387,North,Television,Home Appliances,4,11767.22,47068.88,Completed,Rahul
100270,2025-08-12,CUST0476,East,Mouse,Electronics,6,741.63,4449.78,Completed,Arjun
100271,2025-08-19,CUST1005,West,Shoes,Fashion,5,2393.93,11969.65,Completed,Arjun
100272,2025-02-13,CUST1267,North,Notebook,Stationery,10,337.12,3371.2,Cancelled,Priya
100273,2025-11-21,CUST0316,South,Headphones,Electronics,3,2210.0,6630.0,Completed,Priya
100274,2025-05-19,CUST0210,West,Laptop,Electronics,5,2501.31,12506.55,Completed,Arjun
100275,2025-07-01,CUST1136,East,Backpack,Stationery,2,32.61,65.22,Completed,Sneha
100276,2025-02-13,CUST1485,West,Book,Stationery,5,218.63,1093.15,Completed,Rahul
100277,2025-05-18,CUST1010,West,Notebook,Stationery,3,149.08,447.24,Completed,Arjun
100278,2025-02-09,CUST0740,North,Jacket,Fashion,5,1555.85,7779.25,Returned,Meera
100279,2025-01-04,CUST0811,North,Washing Machine,Home Appliances,2,3574.3,7148.6,Cancelled,Arjun
100280,2025-11-30,CUST1218,West,Jacket,Fashion,6,1405.73,8434.38,Completed,Neha
100281,2025-06-13,CUST0597,South,Pen,Stationery,3,483.0,1449.0,Returned,Neha
100282,2025-07-21,CUST0748,East,Jacket,Fashion,5,2486.18,12430.9,Returned,Neha
100283,2025-08-25,CUST1451,West,Television,Home Appliances,9,1511.41,13602.69,Completed,Karan
